front ;back
A Convenção-Quadro sobre Mudança Climática, estabelecida na CNUMAD de 1992, não reconheceu que os países desenvolvidos têm maior responsabilidade na mitigação da degradação ambiental.;Errado – A Convenção-Quadro sobre Mudança Climática reconheceu que os países desenvolvidos têm maior responsabilidade na mitigação da degradação ambiental.
O Brasil, durante a CNUMAD de 1992, foi líder nas negociações sobre florestas e biodiversidade, defendendo a soberania nacional.;Certo
O Brasil, em relação à mudança climática durante a CNUMAD de 1992, propôs o Mecanismo de Desenvolvimento Limpo (MDL) para que os países desenvolvidos implementassem projetos sustentáveis em países em desenvolvimento.;Certo
O Brasil adotou uma postura defensiva nas negociações internacionais sobre meio ambiente.;Errado – O Brasil buscou uma abordagem conciliadora e proativa, o que aumentou sua liderança nas conferências futuras.
A Conferência de Joanesburgo (Rio+10, 2002) teve um foco principal na implementação dos instrumentos ambientais existentes.;Certo
A Conferência de Joanesburgo (Rio+10) resultou em uma série de 100 propostas de parcerias com caráter normativo.;Errado – Foram 251 propostas de parcerias, mas sem caráter normativo.
O Brasil teve uma participação defensiva na Conferência de Joanesburgo, focando mais na proteção de seus interesses do que na proposição de soluções.;Errado – O Brasil teve uma participação cooperativa e propositiva, especialmente com a liderança na aliança dos países megadiversos.
"O Rio+20 (2012) teve como principal documento ""O Futuro que Queremos"", com ênfase na erradicação da pobreza, mudança nos padrões de consumo e produção, e gestão de recursos naturais.";Certo
O Brasil se destacou negativamente no Rio+20 por não apresentar avanços nos três pilares do desenvolvimento sustentável.;Errado – O Brasil se destacou positivamente por seus avanços nos três pilares do desenvolvimento sustentável e sua postura proativa.
O Rio+20 teve como um dos resultados de curto prazo o fortalecimento do multilateralismo, mas não incluiu lançamentos de processos de médio e longo prazos.;Errado – O Rio+20 resultou em lançamentos de processos de médio e longo prazos, como o Plano Decenal sobre Consumo e Produção Sustentáveis.
"O conceito de ""economia verde"" foi abordado no Rio+20, mas apenas com ênfase em países desenvolvidos e não emergentes, como o Brasil.";Errado – A economia verde foi abordada com ênfase no Brasil e em outros países emergentes.
O Brasil teve uma postura passiva nas negociações sobre mudanças climáticas, especialmente nas conferências COP-15, COP-16, COP-17 e COP-18.;Errado – O Brasil teve uma postura proativa, com destaque para suas metas voluntárias de redução de emissões na COP-15 e sua atuação nas negociações nas demais conferências.
O Protocolo de Kyoto (1997) impôs obrigações de redução de emissões apenas aos países em desenvolvimento.;Errado – O Protocolo de Kyoto impôs obrigações de redução de emissões para os países desenvolvidos, enquanto os países em desenvolvimento, como o Brasil, participaram do mecanismo de desenvolvimento limpo.
O Brasil tem sido protagonista nas ações de mitigação das mudanças climáticas, com destaque para a redução do desmatamento na Amazônia.;Certo
A Declaração Universal dos Direitos Humanos (1948) foi uma resolução juridicamente vinculante adotada pela Assembleia Geral da ONU.;Errado – A Declaração Universal foi uma recomendação, não juridicamente vinculante. No entanto, tornou-se juridicamente vinculante após a positivação em tratados subsequentes e no direito interno de muitos Estados.
A Carta de São Francisco (1945) foi crucial para a criação da ONU e incentivou a promoção dos direitos humanos.;Certo
Durante a Guerra Fria, países capitalistas e socialistas tinham consenso sobre direitos humanos.;Errado – Durante a Guerra Fria, os países se dividiram sobre direitos humanos, com os blocos capitalista e socialista tendo abordagens distintas.
O Brasil foi eleito para a Comissão de Direitos Humanos da ONU em 1946.;Errado – O Brasil foi eleito para a Comissão de Direitos Humanos da ONU em 1977, durante a ditadura militar.
A política externa do Brasil durante a ditadura militar (1964-1985) focava na promoção dos direitos humanos e no apoio a tratados internacionais.;Errado – A política externa brasileira durante a ditadura militar era conservadora e focava na soberania, sem se envolver ativamente na promoção dos direitos humanos.
Após a redemocratização, o Brasil passou a aderir proativamente a tratados internacionais de direitos humanos.;Certo
O Brasil foi passivo nas conferências internacionais sobre direitos humanos durante a década de 1990.;Errado – O Brasil foi ativo nas conferências da década de 1990, incluindo a Conferência de Direitos Humanos de Viena (1993), e teve um papel importante na formulação de normas.
O Brasil teve um papel relevante na Conferência de Viena de 1993, contribuindo para a Declaração e o Programa de Ação de Viena.;Certo
Durante o governo de Fernando Henrique Cardoso e Luiz Inácio Lula da Silva, o Brasil se afastou dos compromissos com os direitos humanos.;Errado – Ambos os governos reforçaram o compromisso do Brasil com os direitos humanos, ratificando diversos tratados internacionais.
O Brasil não ratificou a Convenção sobre os Direitos da Criança durante o governo de Luiz Inácio Lula da Silva.;Errado – O Brasil ratificou a Convenção sobre os Direitos da Criança durante o governo de Luiz Inácio Lula da Silva, além de outros tratados.
O Brasil foi contra a criação do Conselho de Direitos Humanos (CDH) da ONU.;Errado – O Brasil apoiou a criação do Conselho de Direitos Humanos para superar a seletividade da Comissão de Direitos Humanos.
O Mecanismo de Revisão Periódica Universal foi implementado por sugestão brasileira para garantir a transparência nas revisões de direitos humanos.;Certo
O Brasil não tem atuado de maneira proativa na cooperação técnica em direitos humanos com outros países.;Errado – O Brasil tem um papel proativo, especialmente com países africanos de língua portuguesa, Timor Leste e Haiti.
A participação do Brasil na Minustah (Missão de Estabilização no Haiti) se limita a aspectos de segurança.;Errado – A Minustah envolveu tanto aspectos de segurança quanto de fortalecimento do Estado de direito no Haiti.
O Brasil, segundo Celso Amorim, defende o uso de sanções em vez do diálogo e da cooperação no contexto internacional.;Errado – Celso Amorim defendeu que o diálogo e a cooperação são mais eficazes que condenações e sanções, como no caso haitiano.
O princípio da Não Indiferença reflete a postura do Brasil de respeitar a soberania e evitar a intervenção em outros países.;Certo
O Brasil tem participado ativamente de projetos de ajuda humanitária, mas não tem coordenado nenhuma missão internacional importante.;Errado – O Brasil comanda o componente militar da Minustah, coordena a Configuração para a Guiné-Bissau e participa de projetos de cooperação Sul-Sul.
"A diplomacia brasileira tem se oposto ao unilateralismo dos EUA, como demonstrado na postura do Brasil durante a ""guerra contra o terrorismo"".";Certo
O Brasil se opôs à criação da Convenção Interamericana Contra o Racismo e a Discriminação na OEA.;Errado – O Brasil apoiou a criação da Convenção Interamericana Contra o Racismo e a Discriminação, que foi aprovada em 2013.
A Convenção Interamericana Contra Toda Forma de Discriminação e Intolerância é o primeiro documento vinculante a condenar discriminação com base em orientação sexual e identidade de gênero.;Certo
O Brasil não tem participado ativamente de fóruns multilaterais e regionais, focando apenas em ações bilaterais.;Errado – O Brasil prioriza a cooperação em fóruns multilaterais e regionais, substituindo a condenação pela promoção de uma visão inclusiva e abrangente.
A Constituição de 1988 não teve impacto significativo nos avanços socioeconômicos e na garantia dos direitos humanos no Brasil.;Errado – A Constituição de 1988 garantiu a democracia e promoveu avanços socioeconômicos, com foco no combate à fome e à pobreza.
O GATT-47 foi criado em 1947 por 23 países, incluindo o Brasil.;Certo
A Organização Internacional do Comércio (OIC) foi criada após o fracasso do GATT.;Errado – A OIC nunca foi criada devido à oposição dos EUA.
O GATT-47 surgiu com o objetivo de regular o comércio de bens, enquanto a OMC foi responsável por adicionar serviços e propriedade intelectual.;Certo
A OMC foi criada em 1994, após a Rodada Uruguai.;Certo
O GATT-47 teve quatro rodadas de negociação entre 1947 e 1994.;Errado – O GATT-47 teve oito rodadas de negociação (1947-1994).
A Rodada Kennedy (1964-1967) se concentrou apenas na redução de tarifas para produtos agrícolas.;Errado – A Rodada Kennedy incluiu medidas antidumping.
A Rodada Tóquio (1973-1979) foi motivada pelo Primeiro Choque do Petróleo e impôs mais restrições comerciais, especialmente para países em desenvolvimento.;Certo
A Rodada Uruguai (1986-1994) resultou na criação da OMC e no aumento de tarifas para produtos agrícolas.;Errado – A Rodada Uruguai reduziu tarifas e abordou questões como agricultura, têxteis, serviços e propriedade intelectual.
"O princípio do ""single undertaking"" da OMC exige que todos os membros aceitem os anexos 1, 2 e 3.";Certo
O Anexo 1A da OMC trata do comércio de bens, o Anexo 1B do comércio de serviços, e o Anexo 1C da propriedade intelectual.;Certo
O Anexo 2 da OMC é dedicado à solução de controvérsias, e o Anexo 3 trata da revisão de políticas comerciais.;Certo
O Anexo 4 da OMC é obrigatório para todos os membros e trata de acordos plurilaterais como compras governamentais e comércio de aeronaves civis.;Errado – O Anexo 4 é opcional para adesão.
A Cláusula da Nação Mais Favorecida (NMF) exige que qualquer benefício concedido a um país seja estendido a todos os membros da OMC.;Certo
O Tratamento Nacional permite que produtos importados sejam tributados ou regulamentados de forma mais favorável do que os produtos nacionais.;Errado – O Tratamento Nacional proíbe a tributação ou regulamentação interna que favoreça a produção nacional.
As barreiras comerciais podem ser impostas livremente pelos membros da OMC.;Errado – As barreiras comerciais só podem ser impostas em casos específicos, como proteção da saúde e moralidade pública.
O artigo XX do GATT-94 permite a imposição de barreiras comerciais para proteger a moralidade pública e a saúde humana, animal e vegetal.;Certo
